;Natasha_no_hyphen1;Tokens;Lemmas;wh_words;wh_dicts
7784;Чтобы Сам-Знаешь-Кто дал ему задание?;6;[{'SCONJ': 'чтобы'}, {'NOUN': 'сам-знаешь-кто'}, {'VERB': 'дать'}, {'PRON': 'он'}, {'NOUN': 'задание'}, {'PUNCT': '?'}];0;0
7785;А ты уверен, что Вольдеморту не нужен свой человек в «Хогварце»?;15;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'ADJ': 'уверенный'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PROPN': 'вольдеморт'}, {'PART': 'не'}, {'ADJ': 'нужный'}, {'DET': 'свой'}, {'NOUN': 'человек'}, {'ADP': 'в'}, {'PUNCT': '«'}, {'PROPN': 'хогварц'}, {'PUNCT': '»'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
7786;Имя-то не говорил бы, а?;7;[{'PROPN': 'имя-то'}, {'PART': 'не'}, {'VERB': 'говорить'}, {'AUX': 'бы'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PUNCT': '?'}];0;0
7787;Чего ж ты опоздал-то, Гарри?;7;[{'PRON': 'что'}, {'PART': 'ж'}, {'PRON': 'ты'}, {'VERB': 'опоздать-то'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
7788;А ты почему?;4;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'ADV': 'почему'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
7790;Ты ведь не взял уход за магическими существами?;9;[{'PRON': 'ты'}, {'PART': 'ведь'}, {'PART': 'не'}, {'VERB': 'взять'}, {'NOUN': 'уход'}, {'ADP': 'за'}, {'ADJ': 'магический'}, {'NOUN': 'существо'}, {'PUNCT': '?'}];0;0
7791;А ты?;3;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'PUNCT': '?'}];0;0
7792;А Гермиона, – произнес Рон, – тоже, да?;12;[{'CCONJ': 'а'}, {'PROPN': 'гермиона'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'произнести'}, {'PROPN': 'рон'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'тоже'}, {'PUNCT': ','}, {'PART': 'да'}, {'PUNCT': '?'}];0;0
7793;Он выпендривался перед Паркинсон, правда же?;8;[{'PRON': 'он'}, {'VERB': 'выпендриваться'}, {'ADP': 'перед'}, {'PROPN': 'паркинсон'}, {'PUNCT': ','}, {'ADV': 'правда'}, {'PART': 'же'}, {'PUNCT': '?'}];0;0
7794;Неужели он думал, что мы продолжим заниматься уходом за магическими существами?;13;[{'PART': 'неужели'}, {'PRON': 'он'}, {'VERB': 'думать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'мы'}, {'VERB': 'продолжить'}, {'VERB': 'заниматься'}, {'NOUN': 'уход'}, {'ADP': 'за'}, {'ADJ': 'магический'}, {'NOUN': 'существо'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
7795;В смысле разве мы… как бы это… проявляли хоть какой-то энтузиазм?;14;[{'ADP': 'в'}, {'NOUN': 'смысл'}, {'PART': 'разве'}, {'PRON': 'мы'}, {'PUNCT': '…'}, {'ADV': 'как'}, {'AUX': 'бы'}, {'PRON': 'это'}, {'PUNCT': '…'}, {'VERB': 'проявлять'}, {'ADV': 'хоть'}, {'DET': 'какой-то'}, {'NOUN': 'энтузиазм'}, {'PUNCT': '?'}];как;[{'ADV': 'как'}]
7796;Как считаете, кому-нибудь нужен по нему П. А. У. К. ?;16;[{'ADV': 'как'}, {'VERB': 'считать'}, {'PUNCT': ','}, {'PRON': 'кто-нибудь'}, {'ADJ': 'нужный'}, {'ADP': 'по'}, {'PRON': 'он'}, {'PROPN': 'п'}, {'PUNCT': '.'}, {'PROPN': 'а'}, {'PROPN': '.'}, {'PROPN': 'у'}, {'PUNCT': '.'}, {'PROPN': 'к'}, {'PUNCT': '.'}, {'PUNCT': '?'}];как;[{'ADV': 'как'}]
7797;А, собственно, для чего вам превращения?;9;[{'PROPN': 'а'}, {'PUNCT': ','}, {'ADV': 'собственно'}, {'PUNCT': ','}, {'ADP': 'для'}, {'PRON': 'что'}, {'PRON': 'вы'}, {'NOUN': 'превращение'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
7798;Почему бы не попробовать свои силы там?;8;[{'ADV': 'почему'}, {'AUX': 'бы'}, {'PART': 'не'}, {'VERB': 'попробовать'}, {'DET': 'свой'}, {'NOUN': 'сила'}, {'ADV': 'там'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
7799;Но почему вы не подали заявку на зельеделие?;9;[{'CCONJ': 'но'}, {'ADV': 'почему'}, {'PRON': 'вы'}, {'PART': 'не'}, {'VERB': 'подать'}, {'NOUN': 'заявка'}, {'ADP': 'на'}, {'NOUN': 'зельеделие'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
7800;Мне казалось, вы мечтаете стать аврором?;8;[{'PRON': 'я'}, {'VERB': 'казаться'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'VERB': 'мечтать'}, {'VERB': 'стать'}, {'NOUN': 'аврор'}, {'PUNCT': '?'}];0;0
7801;Итак, вы хотите изучать зельеделие дальше?;8;[{'ADV': 'итак'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'VERB': 'хотеть'}, {'VERB': 'изучать'}, {'NOUN': 'зельеделие'}, {'ADV': 'далекий'}, {'PUNCT': '?'}];0;0
7802;Не дури, – отмахнулся Гарри, – тебе-то зачем?;11;[{'PART': 'не'}, {'VERB': 'дурь'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'отмахнуться'}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'ты-то'}, {'ADV': 'зачем'}, {'PUNCT': '?'}];зачем;[{'ADV': 'зачем'}]
7803;А вдруг найдется кто-нибудь в сто раз лучше меня?;10;[{'CCONJ': 'а'}, {'ADV': 'вдруг'}, {'VERB': 'найтись'}, {'PRON': 'кто-нибудь'}, {'ADP': 'в'}, {'NUM': 'сто'}, {'NOUN': 'раз'}, {'ADV': 'хороший'}, {'PRON': 'я'}, {'PUNCT': '?'}];0;0
7804;Значит, инфернии правда появились?;6;[{'VERB': 'значить'}, {'PUNCT': ','}, {'VERB': 'инфернии'}, {'ADV': 'правда'}, {'VERB': 'появиться'}, {'PUNCT': '?'}];0;0
7805;Он точно их использует?;5;[{'PRON': 'он'}, {'ADV': 'точно'}, {'PRON': 'они'}, {'VERB': 'использовать'}, {'PUNCT': '?'}];0;0
7806;Каковы их преимущества?;4;[{'ADJ': 'каков'}, {'DET': 'их'}, {'NOUN': 'преимущество'}, {'PUNCT': '?'}];0;0
7807;Ну хорошо – мисс Грейнджер?;6;[{'PART': 'ну'}, {'ADV': 'хорошо'}, {'PUNCT': '–'}, {'NOUN': 'мисс'}, {'PROPN': 'грейнджер'}, {'PUNCT': '?'}];0;0
7808;Вы помните, что я велел отрабатыватьневербальныезаклятия, Поттер?;10;[{'PRON': 'вы'}, {'VERB': 'помнить'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'я'}, {'VERB': 'велеть'}, {'NOUN': 'отрабатыватьневербальныезаклятие'}, {'PUNCT': ','}, {'PROPN': 'поттер'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
7809;Гарри, что на тебя нашло?;7;[{'PROPN': 'гарри'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'на'}, {'PRON': 'ты'}, {'VERB': 'найти'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
7810;И вообще, Думбльдор что, совсем с ума сошел?;11;[{'CCONJ': 'и'}, {'ADV': 'вообще'}, {'PUNCT': ','}, {'PROPN': 'думбльдор'}, {'PRON': 'что'}, {'PUNCT': ','}, {'ADV': 'совсем'}, {'ADP': 'с'}, {'NOUN': 'ум'}, {'VERB': 'сойти'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
7811;Почему он разрешил ему вести этот предмет?;8;[{'ADV': 'почему'}, {'PRON': 'он'}, {'VERB': 'разрешить'}, {'PRON': 'он'}, {'VERB': 'вести'}, {'DET': 'этот'}, {'NOUN': 'предмет'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
7812;Слышали, как Злей говорил о силах зла?;9;[{'VERB': 'слышать'}, {'PUNCT': ','}, {'SCONJ': 'как'}, {'PROPN': 'злеть'}, {'VERB': 'говорить'}, {'ADP': 'о'}, {'NOUN': 'сила'}, {'NOUN': 'зло'}, {'PUNCT': '?'}];как;[{'SCONJ': 'как'}]
7814;Злей ведь об этом и говорил?;7;[{'PROPN': 'злеть'}, {'PART': 'ведь'}, {'ADP': 'о'}, {'PRON': 'это'}, {'PART': 'и'}, {'VERB': 'говорить'}, {'PUNCT': '?'}];0;0
7815;Что все в конечном итоге сводится к храбрости и сообразительности?;11;[{'PRON': 'что'}, {'PRON': 'весь'}, {'ADP': 'в'}, {'ADJ': 'конечный'}, {'NOUN': 'итог'}, {'VERB': 'сводиться'}, {'ADP': 'к'}, {'NOUN': 'храбрость'}, {'CCONJ': 'и'}, {'NOUN': 'сообразительность'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
7816;Когда отборочные испытания?;4;[{'SCONJ': 'когда'}, {'ADJ': 'отборочный'}, {'NOUN': 'испытание'}, {'PUNCT': '?'}];когда;[{'SCONJ': 'когда'}]
7818;Кислотные леденцы?;3;[{'ADJ': 'кислотный'}, {'NOUN': 'леденец'}, {'PUNCT': '?'}];0;0
7819;Хороший урок, по-моему, но заградительные заклинания – старая песенка для тех, кто знает, что такое Д. А. Как вы, Рон, Гермиона?;30;[{'ADJ': 'хороший'}, {'NOUN': 'урок'}, {'PUNCT': ','}, {'ADV': 'по-моему'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'ADJ': 'заградительный'}, {'NOUN': 'заклинание'}, {'PUNCT': '–'}, {'ADJ': 'старый'}, {'NOUN': 'песенка'}, {'ADP': 'для'}, {'DET': 'тот'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'PRON': 'что'}, {'DET': 'такой'}, {'PROPN': 'д'}, {'PUNCT': '.'}, {'PROPN': 'а'}, {'PUNCT': '.'}, {'SCONJ': 'как'}, {'PRON': 'вы'}, {'PUNCT': ','}, {'PROPN': 'рон'}, {'PUNCT': ','}, {'PROPN': 'гермиона'}, {'PUNCT': '?'}];"кто; что; как";[{'PRON': 'кто'}, {'PRON': 'что'}, {'SCONJ': 'как'}]
7820;Гарри, мой мальчик?;5;[{'PROPN': 'гарри'}, {'PUNCT': ','}, {'DET': 'мой'}, {'NOUN': 'мальчик'}, {'PUNCT': '?'}];0;0
7821;Кто знает, что это такое?;7;[{'PRON': 'кто'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'это'}, {'DET': 'такой'}, {'PUNCT': '?'}];"кто; что";[{'PRON': 'кто'}, {'SCONJ': 'что'}]
7823;Да, моя прекрасная?;5;[{'PART': 'да'}, {'PUNCT': ','}, {'DET': 'мой'}, {'ADJ': 'прекрасный'}, {'PUNCT': '?'}];0;0
7824;Глупо даже спрашивать, но все же, – сказал Дивангард, явно потрясенный познаниями Гермионы, – каково ее действие?;22;[{'ADV': 'глупо'}, {'PART': 'даже'}, {'VERB': 'спрашивать'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'PART': 'все'}, {'PART': 'же'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'сказать'}, {'PROPN': 'дивангард'}, {'PUNCT': ','}, {'ADV': 'явно'}, {'VERB': 'потрясти'}, {'NOUN': 'познание'}, {'PROPN': 'гермиона'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADJ': 'каков'}, {'DET': 'ее'}, {'NOUN': 'действие'}, {'PUNCT': '?'}];0;0
7825;Полагаю, вы узнали его по очевидному перламутровому блеску?;10;[{'VERB': 'полагать'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'VERB': 'узнать'}, {'PRON': 'он'}, {'ADP': 'по'}, {'ADJ': 'очевидный'}, {'NOUN': 'перламутровый'}, {'NOUN': 'блеск'}, {'PUNCT': '?'}];0;0
7826;Могу я узнать ваше имя, очаровательная?;8;[{'VERB': 'мочь'}, {'PRON': 'я'}, {'VERB': 'узнать'}, {'DET': 'ваш'}, {'NOUN': 'имя'}, {'PUNCT': ','}, {'ADJ': 'очаровательный'}, {'PUNCT': '?'}];0;0
7829;Вы, случайно, не родственница Гектора Дагворта-Грейнджера, основателя Экстраординарнейшего общества зельеделов?;14;[{'PRON': 'вы'}, {'PUNCT': ','}, {'ADV': 'случайно'}, {'PUNCT': ','}, {'PART': 'не'}, {'NOUN': 'родственница'}, {'PROPN': 'гектор'}, {'PROPN': 'дагворт-грейнджер'}, {'PUNCT': ','}, {'NOUN': 'основатель'}, {'ADJ': 'экстраординарнейший'}, {'NOUN': 'общество'}, {'NOUN': 'зельедел'}, {'PUNCT': '?'}];0;0
7830;Полагаю, Гарри, это и есть та самая подруга?;11;[{'VERB': 'полагать'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'PRON': 'это'}, {'PART': 'и'}, {'VERB': 'быть'}, {'DET': 'тот'}, {'ADJ': 'самый'}, {'NOUN': 'подруга'}, {'PUNCT': '?'}];0;0
7831;Ты правда сказал, что я лучшая ученица параллели?;10;[{'PRON': 'ты'}, {'PART': 'правда'}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'я'}, {'ADJ': 'хороший'}, {'NOUN': 'ученица'}, {'NOUN': 'параллель'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
7832;И что тут такого необычного?;6;[{'CCONJ': 'и'}, {'PRON': 'что'}, {'ADV': 'тут'}, {'DET': 'такой'}, {'ADJ': 'необычный'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
7833;Полагаю, мисс Грейнджер, – Дивангард с улыбкой повернулся к Гермионе, поскольку та громко ахнула, – вы знаете, что это такое?;26;[{'VERB': 'полагать'}, {'PUNCT': ','}, {'NOUN': 'мисс'}, {'PROPN': 'грейнджер'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PROPN': 'дивангард'}, {'ADP': 'с'}, {'NOUN': 'улыбка'}, {'VERB': 'повернуться'}, {'ADP': 'к'}, {'PROPN': 'гермиона'}, {'PUNCT': ','}, {'SCONJ': 'поскольку'}, {'DET': 'тот'}, {'ADV': 'громко'}, {'VERB': 'ахнуть'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'вы'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'это'}, {'DET': 'такой'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
7834;Сэр, а почему люди его не пьют все время?;11;[{'PROPN': 'сэр'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'ADV': 'почему'}, {'NOUN': 'человек'}, {'PRON': 'он'}, {'PART': 'не'}, {'VERB': 'пить'}, {'DET': 'весь'}, {'NOUN': 'время'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
7835;Знаете, как говорят: хорошенького понемножку?;8;[{'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'как'}, {'VERB': 'говорить'}, {'PUNCT': ':'}, {'NOUN': 'хорошенький'}, {'VERB': 'понемножку'}, {'PUNCT': '?'}];как;[{'SCONJ': 'как'}]
7836;А вы его когда-нибудь принимали, сэр?;8;[{'CCONJ': 'а'}, {'PRON': 'вы'}, {'PRON': 'он'}, {'ADV': 'когда-нибудь'}, {'VERB': 'принимать'}, {'PUNCT': ','}, {'NOUN': 'сэр'}, {'PUNCT': '?'}];0;0
7837;Итак, – бодро продолжил Дивангард, – как же выиграть мой необыкновенный приз?;15;[{'ADV': 'итак'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'бодро'}, {'VERB': 'продолжить'}, {'PROPN': 'дивангард'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'как'}, {'PART': 'же'}, {'VERB': 'выиграть'}, {'DET': 'мой'}, {'ADJ': 'необыкновенный'}, {'NOUN': 'приз'}, {'PUNCT': '?'}];как;[{'ADV': 'как'}]
7838;Сэр, вы, наверное, знали моего деда, Каббалакса Малфоя?;13;[{'PROPN': 'сэр'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'PUNCT': ','}, {'ADV': 'наверное'}, {'PUNCT': ','}, {'VERB': 'знать'}, {'DET': 'мой'}, {'NOUN': 'дед'}, {'PUNCT': ','}, {'PROPN': 'каббалакс'}, {'PROPN': 'малфой'}, {'PUNCT': '?'}];0;0
7839;Можно взять серебряный нож?;5;[{'ADV': 'можно'}, {'VERB': 'взять'}, {'ADJ': 'серебряный'}, {'NOUN': 'нож'}, {'PUNCT': '?'}];0;0
7840;Что, если он прав и здесь?;8;[{'PRON': 'что'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PRON': 'он'}, {'ADJ': 'правый'}, {'PART': 'и'}, {'ADV': 'здесь'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
7841;Как ты это делаешь?;5;[{'ADV': 'как'}, {'PRON': 'ты'}, {'PRON': 'это'}, {'VERB': 'делать'}, {'PUNCT': '?'}];как;[{'ADV': 'как'}]
7842;Как тебе удалось?;4;[{'ADV': 'как'}, {'PRON': 'ты'}, {'VERB': 'удаться'}, {'PUNCT': '?'}];как;[{'ADV': 'как'}]
7843;Ты, видимо, считаешь, что я сжульничал?;10;[{'PRON': 'ты'}, {'PUNCT': ','}, {'ADV': 'видимо'}, {'PUNCT': ','}, {'VERB': 'считать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'я'}, {'VERB': 'сжульничать'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
7844;Я верно расслышала?;4;[{'PRON': 'я'}, {'ADV': 'верно'}, {'VERB': 'расслышать'}, {'PUNCT': '?'}];0;0
7845;Ты следовал инструкциям, которые кто-то написал на книге?;10;[{'PRON': 'ты'}, {'VERB': 'следовать'}, {'NOUN': 'инструкция'}, {'PUNCT': ','}, {'PRON': 'который'}, {'PRON': 'кто-то'}, {'VERB': 'написать'}, {'ADP': 'на'}, {'NOUN': 'книга'}, {'PUNCT': '?'}];0;0
7846;Да, Гарри?;4;[{'PART': 'да'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': '?'}];0;0
7847;Но ты сделал то, что указано?;8;[{'CCONJ': 'но'}, {'PRON': 'ты'}, {'VERB': 'сделать'}, {'PRON': 'тот'}, {'PUNCT': ','}, {'PRON': 'что'}, {'VERB': 'указать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
7848;Кто знает?;3;[{'PRON': 'кто'}, {'VERB': 'знать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
7850;Или будешь ждать, пока она примется кувыркаться?;9;[{'CCONJ': 'или'}, {'AUX': 'быть'}, {'VERB': 'ждать'}, {'PUNCT': ','}, {'SCONJ': 'пока'}, {'PRON': 'она'}, {'VERB': 'приняться'}, {'VERB': 'кувыркаться'}, {'PUNCT': '?'}];0;0
7851;Тогда я возьму?;4;[{'ADV': 'тогда'}, {'PRON': 'я'}, {'VERB': 'взять'}, {'PUNCT': '?'}];0;0
7852;С каких это пор девочек называют «Принц»?;10;[{'ADP': 'с'}, {'DET': 'какой'}, {'PART': 'это'}, {'NOUN': 'пора'}, {'NOUN': 'девочка'}, {'VERB': 'называть'}, {'PUNCT': '«'}, {'NOUN': 'принц'}, {'PUNCT': '»'}, {'PUNCT': '?'}];какой;[{'DET': 'какой'}]
7853;Надеюсь, первая неделя в школе прошла успешно?;9;[{'VERB': 'надеяться'}, {'PUNCT': ','}, {'ADJ': 'первый'}, {'NOUN': 'неделя'}, {'ADP': 'в'}, {'NOUN': 'школа'}, {'VERB': 'пройти'}, {'ADV': 'успешно'}, {'PUNCT': '?'}];0;0
